mc,dm
黄渡镇柴家弄,021827
花木镇樱花路,005477
江桥镇曹新路,020643
曹新路,023087
嘉定镇嘉丰路,020113
嘉定镇温宿路,020108
江桥镇曹安路恒嘉花园,021943
曹安路,006504
江桥镇曹安路,020646
江桥镇曹安路,021916
黄渡镇曹安路,021820
曹安路恒嘉花园,006505
安亭镇曹安路,020447
阿克苏路,023070
黄渡镇绿苑路,021832
绿苑路,030262
南桥镇南新路,260754
娄塘镇南新路,020534
菊园新区嘉罗公路,022309
嘉罗公路,008366
徐行镇嘉罗公路,021013
嘉定工业区嘉罗公路,020918
澄浏中路,023066
安亭镇方德路,021750
虞姬墩路,031491
娄塘镇宝钱公路,021429
宝钱公路,023013
娄塘镇宝钱公路,020528
黄渡镇绿苑支路,021835
马陆镇马陆塘街,020724
江桥镇翔封路,020619
喜泉路,030770
武都路,030622
江佳路,031030
顺达路,023292
马陆镇沈徐路,020746
金汇镇人民街,260037
嘉定镇人民街,020205
高桥镇人民街,023050
金汇镇泰日人民街,262152
南翔人民街,023260
娄塘镇人民街,020527
南翔镇人民街,020369
嘉戬支路,023061
马陆镇嘉戬支路,023062
漕泾镇东港路,280223
黄渡镇东港路,021831
嘉定工业区永盛路,020930
马陆镇永盛路,020755
安亭镇民丰路,020424
曲惠路,031071
菊园新区胜竹路,022322
和政路,022207
嘉程东路,031002
安亭镇南安德路,020477
叶城东路,031309
北横沙河路,030863
沙河路,023278
南横沙河路,030862
卧龙路,030621
胜辛南路,023284
慈竹路,031034
招贤东路,023385
安亭镇方陆路,021751
江桥镇吴杨路,019906
吴杨路,019901
徐行镇曹王路,021110
嘉定工业区群裕路,020931
马陆镇樱花街,027399
马陆镇兴盛街,020721
黄渡镇玉麦路,021844
高竹路,031153
黄渡镇新黄路,021830
大治路,023108
惠平路,023187
启源路,030618
民悦街,031036
安亭镇方中路,021723
仓场东路,030587
嘉峪关路,030607
黄渡镇绿苑南路,027379
乐惠路,031117
茂华路,031325
佳通路,023192
茹水路,022208
嘉年路,030993
马陆镇育绿路,020759
庙镇和平街,300683
枫泾镇和平街,280488
高桥镇和平街,001275
张堰镇和平街,280489
南翔镇和平街,020334
安亭镇安勇路,020476
杭桂路,028815
智翔路,030628
安研路,023076
顺宁路,031080
启宁路,030617
嘉定工业区霍城路,020942
德宁路,273274
城置路,273348
泗祥路,273388
辰花路,272032
茸盛路,273365
九亭镇伴亭路,270470
九亭镇雪家桥路,272320
涞坊路,273447
九亭镇涞坊路,272065
云清路,273382
新桥镇新镇街,272100
四团镇四新南街,262625
新桥镇新南街,270920
淡家浜街,273390
仓华路,272035
朗亭路,273449
九亭镇朗亭路,272312
工业区茜浦路,272159
新桥镇茜浦路,272200
城隆路,273353
洞泾镇城隆路,272945
滨湖路,272037
九新公路,270004
新桥镇明兴路,270432
文宇路,272096
仓轩路,273394
茸北镇茸树路,270827
思贤路,270089
松汇西路,270615
仓汇路,272034
新农河路,273292
弘翔路,272097
影振路,273444
场南路,001546
车墩镇影佳路,272713
泗泾镇开江二路,271157
泗泾镇江川北路,270359
场西路,272003
新桥镇场西路,270959
莘砖公路,272012
九亭镇沪亭南路,270633
辰塔路,272033
乐都支路,270283
叶校路,273374
通波路,272092
洞塔路,273283
洞坤路,273490
江学路,270387
茸龙路,272018
陆家圈路,273293
祥严路,273408
永隆路,273396
东外街,270257
洞泾镇长浜路,272943
长浜路,000215
草长浜路,273395
新桥镇新育路,270934
米筛浜路,273423
平阳河路,273280
普照路,270875
勋业东路,273401
新桥镇场东路,270957
泗泾镇开江西路,270163
泗泾镇鼓浪路,271021
洞泾镇长兴东路,272944
新桥镇春九路,270593
中山东路东滩,270200
惠南镇中山东路,252070
中山东路,270199
方塔南路,270141
仓丰路,272036
泗泾镇杨家弄,270525
佘北公路,292626
泗泾镇江川南路,270360
龙源路,272021
山阳镇龙源路,280267
兴仓路,273291
洞泾镇洞宁路,272940
龙腾路,272023
嘉松南路,272137
茸北镇茸梅路,271057
茸梅路,272105
文涵路,272094
马尾山路,273422
秋柏路,273380
朱家角镇沈砖公路,290455
沈砖公路,273344
洞照路,273284
西林南路,270384
赵巷镇赵昆公路,290713
菜花泾,270731
北翠路,272029
中山二路,270202
仓桥镇玉树路,270327
北淀浦河路,291710
南淀浦河路,291751
九亭镇淀浦河路,270788
青凯路,273407
新城区江峰路,270263
贡嘎山路,273454
中山中路,270203
长水街,273391
洞泾镇西张泾路,272951
张泾路,272941
银泽路,272030
佘月路,273468
崇南公路,272255
木鱼弄,270169
谷阳南路,270469
洞泾镇洞业路,272949
泗泾镇泗砖路,272050
彭丰路,273323
科技园区彭丰路,270872
富强路,272924
绿城路,272090
工业区荣乐东路,270673
灵竹路,273379
亭知路,273486
九亭镇亭知路,272158
玉华路,272095
西林北路,270383
翔昆路,273385
江川南二路,273208
斜桥路,270825
小昆山镇光华路,270598
光华路,001587
泖港镇中天路,270210
小机山路,273400
洞泾镇洞莘路,271073
同乐路,009194
洞泾镇同乐路,271079
申港路,272300
新桥镇新北街,270900
外冈镇望新北街,021698
张堰镇新北街,280850
长谷路,272922
香家弄,270691
九峰路,273399
车亭公路,270085
闵塔路,272901
佘山镇环山路,271108
九亭镇九谊路,272153
九谊路,273481
石湖荡镇东栅路,270256
工业区松东路,270620
红松东路,024885
龙兴路,272024
叶榭镇官厅路,270760
平原街,273324
科技园区平原街,270289
松卫北路,272302
中德路,273343
科技园区中德路,272113
青城山路,273414
文合路,272905
永丰路,270319
迎宾路,020148
松江镇迎宾路,270527
东海农场迎宾路,252683
嘉定迎宾路,023201
南埭路,273430
车新公路,270087
仓桥镇玉秀路,270324
九亭镇寅青路,272322
工业区联阳路,270864
新车公路,272304
方塔北路,270139
昆港公路,272902
秀水新路,270517
九亭镇亭中路,270363
车墩镇联营路,270866
江秋潭路,273424
秋潭路,273499
佘山镇佘新路,271100
新桥镇新站路,271185
茸悦路,273366
佘山镇西霞路,270394
小桥浜,270080
车墩镇影维路,272711
叶政路,273337
北松公路,024868
化工路,000320
堡镇化工路,300263
松江镇化工路,270157
南桥镇化工路,260119
白鹤镇镇南路,291134
新桥镇镇南路,270997
新桥镇新镇南路,270923
环镇南路,003579
北蔡镇镇南路,024267
青村镇镇南路,261175
建设镇镇南路,301430
杨园镇镇南路,011864
高东镇镇南路,030485
航头镇环镇南路,252256
江镇南路,024555
景德路,270857
长桥街,270119
佘山镇林叶路,273112
茸北镇五昆路,270190
五昆路,272102
茸凯路,273362
佘天昆公路,271200
城松路,273349
林荫新路,272138
新桥镇春莘路,272007
芙蓉江路,002492
娄山关路,004802
江苏北路,001795
法华镇路,003430
甘溪路,009095
平塘路,001080
遵义路,008782
仙霞西路,001259
可乐路,000855
新渔东路,008103
双流路,024112
平武路,001084
兴义路,002101
庄行镇安西路,260361
花木镇锦安西路,024307
安西路,001504
长安西路,000209
紫云路,007508
泰安路,005798
紫云西路,024188
西诸安浜路,002060
兴国路,002092
青溪路,024133
长宁支路,000235
金浜路,003628
程家桥路,007224
云雾山路,000512
华阳路,001721
协和路,024111
安化路,001476
锦屏路,007768
兰香湖南路,031409
湖南路,007308
中泾路,000683
龙溪路,000954
香花桥路,005204
定威路,003425
云阳路,000513
临新路,027960
曹家堰路,006554
清池路,009098
昭化东路,024109
新潮路,027984
红宝石路,001622
蒲淞北路,007828
通协路,027980
临虹路,027956
淮阴路,006642
杨宅路,002990
广顺路,009247
玛瑙路,002696
富贵东道,007257
国权东路,003492
政和路,027575
民星路,001013
阜新路,003451
龙江路,000932
顺平路,030394
辽源西路,000916
凤城路,010021
佳木斯路,003592
中原路,000547
怀德路,002577
武川路,003980
锦西路,007772
双阳北路,010026
榆林路,008116
铁岭路,005904
伟德路,027298
大学路,027533
内江路,000349
国年路,003487
沈阳路,002770
绥中路,030277
辽阳路,000905
民府路,000986
国霞路,027767
打虎山路,000702
国安路,027761
沧州路,027367
国权路,003493
政旦东路,005276
世界路,001176
双阳路,000379
安图路,001501
控江二村,006712
扬州路,002166
锦创路,027291
伟成路,027286
政青路,028009
通北路,005914
国秀路,027583
河间路,003521
双辽路,000374
水丰路,000388
政本路,005274
本溪路,000700
政民路,005288
政通路,005292
军工路,001826
图们路,003942
政肃路,005290
宁国路,001036
敦化路,007250
广州路,000088
宁武路,001045
国权后路,003495
双阳支路,010027
清源环路,006846
腾越路,007908
渭南路,007462
黎平路,008694
民治路,001021
海州路,005664
定海路,003421
翔殷支路,007474
国定东路,027717
国科路,003482
国宾路,027735
政益路,005302
临青路,004766
舒兰路,007457
长白路,000210
国京路,003483
国康路,003485
靖宇中路,007780
锦州湾路,007774
福宁路,007754
关山路,027143
波阳路,003398
周家牌路,004291
长海路,000225
源泉路,027255
恒仁路,004616
丹阳路,000273
苏家屯路,002796
政熙路,005294
黄陵路,006658
顺义路,005170
祁安路,027687
富平路,007267
银杏路,006997
岚皋路,002603
清峪路,006845
延川路,002123
西乡路,002045
三源路,000131
子长路,000203
石泉东路,001144
泰山支路,030228
管弄路,008360
南翔镇浏翔村管弄,020318
汤管弄,001920
宜君路,004230
新会路,007980
泾惠路,003690
双山路,000377
竹柳路,030240
白玉路,000615
怒江路,005102
礼尚路,030786
水泉路,027571
静宁路,008373
宁强路,001043
石湾路,001161
东新支路,000786
石泉路,001145
洛川路,004804
真北支路,006230
普雄路,007450
香樟路,005211
中宁路,000529
杨柳青路,002970
江桥镇杨柳青路,020613
新泉路,027633
岚皋西路,002604
云岭东路,000506
红柳路,030210
交暨路,001820
连亮路,030358
泾阳路,003695
梅岭支路,006760
杏山路,002916
千阳南路,030759
潮州路,030204
华池路,001679
桃浦西路,005864
固川路,003461
西谈家渡路,002034
农林路,001866
宁川路,031179
万航渡后路,000168
南石二路,004952
棠浦路,007460
隆德路,006735
南石一路,004951
绥德路,030226
旬阳路,002108
谈家渡路,027920
东谈家渡路,000778
府村路,003452
桂巷路,005564
桐柏路,005952
万泉路,030230
金迈路,027043
郁家弄,004246
叶家宅路,001266
白兰路,000605
云岭西路,000507
枫桥路,003444
古井路,024095
田林东路,001218
钦州南路,005123
龙川北路,000921
辛耕路,008867
文定路,000452
桂平支路,024118
桂平支路,005561
凌云路,005740
百色路,001528
南丹东路,004859
龙水北路,000948
华石路,027938
乌鲁木齐南路,000467
天平路,000412
龙州路,000961
石龙路,001133
龙瑞路,027709
吴兴路,002880
冠生园路,004588
丰谷路,009083
柳州路,004798
望月路,030413
上中路,000162
龙水南路,000949
浦北路,005748
罗城路,009090
南宁路,030411
徐虹北路,006152
宾阳路,005465
天等路,000404
田东路,027050
工业区江田东路,270372
东泉路,001385
龙兰路,030460
高安路,005474
正阳路,027721
瑞宁路,027972
泖港镇新乐路,270916
书院镇新乐路,252610
新乐路,008018
朱泾镇新乐路,280689
新桥镇新乐路,270911
炎虹路,027725
徐虹路,006150
怀安街,002575
华容路,001708
裕德路,007484
广元西路,000597
合宝路,027727
复兴西路,004580
衡山路,008812
中漕路,000515
华济路,024088
沙家浜路,002747
罗香路,003809
襄阳南路,008876
岳阳路,004258
清真路,006848
汾阳路,002488
古宜路,000829
康平路,006704
桂江路,005550
喜泰北路,027982
田林路,001217
喜泰路,007468
海湾镇五原路,262056
五原路,000465
广元路,000079
黄石路,024100
安亭路,001500
东湖路,000731
柿子湾路,005164
永福路,001300
漕东路,008338
双峰路,000371
延庆路,002142
余庆路,003024
龙腾大道,030462
宛平路,003957
德昌路,008660
龙华中路,030459
东平路,000766
雅安路,027723
宝庆路,003380
龙临路,000938
定安路,030913
零陵北路,007802
高邮路,005498
田州路,027804
紫阳路,007506
嘉川路,008364
喜泰支路,024102
秀山支路,002919
华和路,029074
镇泰路,027303
松兰路,027191
菊盛路,027349
抚远路,002497
竹韵路,027539
德都路,008662
四元路,001200
乾溪路,006839
烟台路,006178
金台路,019905
云台路,000511
双台路,009243
五台路,000461
曹家台路,292896
龙台路,031479
九台路,000015
叶家台路,292846
春台路,028806
新浜镇天台路,272342
市台路,001179
云西路,027711
通河路,005924
菊联路,027775
大康路,029055
康文路,030865
花园宅路,030671
外冈镇水产路,021633
水产路,000381
长逸路,000592
杨泰路,002980
淞塘路,029092
江杨北路,001806
走马塘路,031198
沙浦路,027551
宝荻路,030324
联泰路,007373
城银路,004537
东太路,000777
南东路,004864
台南东路,027135
惠南镇城南东路,250714
宝南东路,003360
徐南东路,292657
淞兴西路,006948
海笛路,029071
殷高路,006188
高跃路,029059
涵青路,027532
顾北东路,027279
月富路,030650
革新路,004584
塘后路,007860
殷高西路,006189
月罗路,000489
洛场路,009103
潘广路,008704
美兰湖路,027257
长江路,000227
富锦路,007258
集贤路,007322
祁北东路,001871
淞良路,006923
怡华苑路,004229
月川路,000487
东林路,000751
张堰镇东河沿路,283906
古莲路,010051
春雷路,024904
盘古路,006834
申浦路,030648
绥化路,005793
绥化路,024137
年吉路,030834
丰皓路,030914
北安路,000620
江桥镇北安路,020605
同济路,001925
宝杨路,003394
牡丹江路,002697
月城路,027737
宝绿路,027900
长白山路,030263
潘沪路,028162
南桥镇团结路,260449
团结路,001952
友谊支路,000478
陈川路,002420
塔源路,007458
淞发路,006919
杨桃路,002983
美安路,030755
长虹路,028102
呼兰西路,030670
富南路,027259
海江路,005630
爱辉路,005461
顾荻路,027553
密山路,006816
顾新东路,030242
月塘路,030653
共江路,001577
宝林路,003340
共康东路,001574
鹤林路,008674
界华路,029079
双庆路,027351
宝东路,003313
漠河路,007816
南卫路,004980
重固镇通波塘西街,291702
通坡塘西街,290773
重固镇通坡塘西街,290842
罗店镇塘西街,007898
罗南路,030816
影园路,008742
老沪太支路,001847
沪太支路,002551
罗宁路,030340
美平路,030756
淞青路,006913
罗店镇东西巷街,000783
永顺路,001337
科技园区清河街,270817
清河街,273327
周浦镇沿河街,250672
朱家角镇漕河街,291106
中河街,000519
罗店镇市河街,001172
万寿一路,290077
园一路,027305
富特西一路,024060
海天东一路,310024
海洋一路,030772
杨高北一路,010851
山阳镇申康一路,283706
经一路,310011
高东一路,027201
漕稼一路,292817
卫一路,002821
施湾一路,027057
重固镇回龙支一路,292310
申南一路,272411
枫泾镇环西一路,282919
迎宾一路,027245
同欣一路,027459
庆华一路,290003
天一路,290129
陈功路,028108
呼玛路,003550
淞滨路,006916
东升路,000774
海江二路,027215
同泰路,001943
同泰北路,001944
高境路,029058
重固镇回龙支二路,292311
车站支二路,290133
泰二路,005822
施威二路,263071
基地二路,310007
新建二路,023340
雪野二路,027745
枫泾镇环西二路,283402
市二路,001182
西城二路,030283
海洋二路,030773
万寿二路,290079
大华二路,029047
空港二路,027238
江桥镇宝园二路,020678
泗东路,003891
罗店镇布长街,000701
石驳岸路,001105
双城路,000370
罗升路,003802
鄂尔多斯路,030992
大华三路,029048
蔡路镇塘东街,028986
罗店镇塘东街,007856
重固镇通波塘东街,291704
淞桥东路,006943
兆南路,027689
罗溪路,003807
盛桥路,006880
美秀路,030880
陈行镇陈行街,024826
罗泾镇陈行街,002430
浦江镇陈行街,026093
湄浦路,007394
金石路,028156
萧云路,028174
罗太路,003805
罗和路,030762
淞兴路,006946
班溪路,005462
同济支路,001926
南长路,004840
陈东路,002422
月盛路,030652
罗智路,030754
罗贤路,030753
竹艺路,027601
月辉路,031267
美康路,030877
依安路,030680
顾戴路,005536
梅陇一村,006771
浦航路,030544
兴梅路,002098
中春路,000682
中春路,009262
春都路,024895
罗阳路,009196
珠城路,024823
东兰路,000748
宝南路,003362
鹤庆路,008676
青杉路,009123
宝城路,024059
南江燕路,024859
吴宝路,002860
新吴宝路,008070
古龙路,000830
荣谊路,027998
浦星公路,005769
锦梅路,007769
华宁路,001704
富国路,030663
颛兴东路,024869
颛盛路,008771
景谷中路,030055
浦泉路,029033
浦晓路,029036
紫龙路,030548
申郑路,030109
银林路,030682
闵城路,024891
水清路,000390
山花路,000681
雅致路,007479
景谷东路,007338
罗锦路,009195
安宁路,001485
沁春路,002709
联明路,007365
联航路,024861
伟业路,024847
华林路,024848
莘凌路,005986
黎明路,009263
浦驰路,024864
谈中路,005837
金阳路,003687
景联路,007337
高兴路,005493
友情路,024854
永德路,001286
曹家塘路,031026
永颂路,030837
红松路,009092
航头镇航中路,252251
航中路,005667
都会路,024855
浦驰南路,029027
金丰路,011016
金丰路,003633
城桥镇青年路,300107
四团镇青年路,260715
邵厂青年路,261730
青年路,003872
普洱路,007433
鲁建路,030727
富岩路,007269
广南路,000075
江航南路,030539
双柏路,000369
西新路,024824
老西街,001851
花木北西街,010840
安亭镇方泰西街,021725
外冈镇河西街,021629
河南西街,003524
浦江镇召楼平西街,024840
学西街,004039
颛桥镇河北西街,024781
南西街,004984
七宝镇北西街,024796
航头镇下沙西街,253472
潭西街,270985
庄行西街,262858
安亭镇方泰西街,021714
张江镇新西街,024503
北桥镇西街,024777
山阳镇向阳西街,280389
蔡路西街,009003
永高路,030822
浦锦路,024863
北江榉路,030630
富卓路,030668
浦雪路,024881
浦瑞路,024880
开兴路,030057
中沟路,000517
金都路,003632
汇臻路,030051
江桦路,024889
茜昆路,030657
虹泉路,004637
浦江路,005766
白鹤镇浦江路,290843
召楼路,001364
虹秀路,030031
西城一路,030282
鹤坡路,008675
石屏路,001142
恒南路,024882
普杰路,030929
瓶安路,005745
碧秀路,024023
浦雪南路,030480
星中路,005227
海湾镇星中路,262070
惠南镇卫星中路,250102
繁安路,008861
永平南路,030161
华坪路,001705
华友路,001722
白樟路,009121
放鹤路,009200
永跃路,030824
景福路,007333
莘东路,005968
陈行公路,010799
高桥镇春光路,004486
华茂路,001695
纪翟路,001750
尚义路,030545
北沈路,030003
博恒路,030820
秀文路,024887
北松路,009265
北松路,000652
元江路,000485
江桃路,029019
浦秀北路,030643
金杰路,030477
三鲁公路,000113
车墩镇莘莘路,272178
申莘路,001090
幸乐路,004035
鲁南路,007389
永杰路,030823
益文路,006186
莘建支路,005976
莘潭路,006022
鹤坡南路,029009
宝联路,003338
莘南路,005987
群英路,024892
东华美路,024830
车墩镇向阳路,271089
向阳路,002085
头桥向阳路,262892
惠南镇向阳路,250465
向阳路,010692
新场镇向阳路,250464
堡镇向阳路,300291
曙光路,024831
南桥曙光路,262398
南桥镇曙光路,261209
航新路,005671
北江桐路,030632
莘西路,006024
泖港镇五厍建设路,271037
青村镇建设路,260667
周浦镇建设路,250616
建设路,003618
金山卫镇建设路,280516
白鹤镇建设路,290568
华美西路,001697
三达路,024874
横泾东路,008686
新骏环路,030143
申虹路,030099
曹建路,006556
兴虹路,030147
泰虹路,030115
申长路,030095
机场镇新建路,007991
光明镇新建路,261092
张堰镇新建路,280880
新桥镇新建路,270941
庄行镇新建路,261057
周浦镇新建路,251039
金汇镇泰日新建路,262156
西渡镇新建路,261090
新建路,007990
颛桥镇新建路,008777
江镇新建路,024271
金汇镇新建路,261091
惠南镇新建路,251038
青村镇新建路,261058
西华美路,001964
江龙路,024862
莘建路,005972
季乐路,030053
谈家巷,031306
陈南路,024867
申滨南路,030093
颛卫路,008773
华美路,001700
中华美路,024829
磊滨路,008690
闵虹路,030832
叶家桥路,001263
古羊路,024134
浦瑞南路,030866
鲁宁路,030730
和爱路,030538
鲁陈路,007382
祝桥镇民主路,250324
民主路,001029
南江桐路,030633
莘北路,005962
马桥镇东新街,024774
马桥镇东新街,024150
东新街,009264
汇秋路,030723
叶家桥东路,030734
广通路,024025
润虹路,030087
苏虹路,030113
绍虹路,030089
山阳镇金航西路,281102
金山卫镇金航西路,281106
航西路,005669
北华路,030001
平乐路,001070
碧泉路,024024
秀涟路,031018
金雨路,003688
业祥路,030659
宁虹路,030075
园文路,031016
大团镇永春东路,250352
春东路,004485
姚虹东路,005238
纪翟南路,001749
诸新路,009267
金杨路,011030
周浦镇瑞安路,253065
康桥镇康达路,253073
周邓公路,254730
栖霞路,005772
广兰路,011933
东绣路,027033
张江镇益江路,027679
昌里路,003414
博山路,007220
桃林路,011399
藿香路,028932
曹路镇东靖路,031475
高行镇东靖路,010438
齐河路,001877
周浦镇年家浜东路,254444
环桥路,030504
晨晖路,011921
华绣路,027916
海阳西路,030897
花木镇锦安东路,024310
东环龙路,024328
城桥镇东建路,300051
花木镇东建路,005475
牟平路,011963
孙桥镇中科路,028590
张江镇中科路,028701
浦电南路,005754
张东路,027299
顾唐路,027599
曹路镇民耀路,024226
张江镇益丰路,011413
张江鎮益丰路,024166
周浦镇瑞浦路,253069
惠南镇盐大路,253572
红枫路,011961
孙桥镇百业路,028520
孙桥镇荣科路,028562
孙桥镇川和路,028528
和融路,030503
三彩路,030515
东育路,030550
周浦镇周东路,250705
海松路,030488
顾路镇海松路,028336
云莲路,010359
孙桥镇顺和路,028566
张江镇顺和路,028703
五星路,011916
周浦镇瑞意路,253061
俱进路,027543
银霄路,027032
惠南镇梅花路,252061
花木镇梅花路,005479
大道站路,027685
宁阳路,001047
华安路,001670
机场镇晚霞路,011489
张杨北路,027333
川沙路,027003
新川沙路,007946
川沙镇川沙路,024121
双桥路,010327
顾路镇海鸣路,028326
黄杨路,011983
和炯路,030502
龙居路,000934
张江镇孙农路,027316
新场镇新环西路,253091
海春路,005583
东三里桥路,000772
周浦镇瑞阳路,253071
唐港路,254800
丽正路,254779
花木镇白杨路,024311
兰花路,027433
曹路镇民同路,010780
民同路,010518
周浦镇沈梅东路,253063
周浦镇周园路,254492
顾路镇海顺路,028334
海顺路,030535
崂山西路,005694
川沙镇妙栏路,010849
高行镇庭安路,028302
新浦路,011751
朱泾镇新浦路,280679
新场镇汇友路,253039
汇友路,253038
新场镇汇豪路,253045
汇豪路,253044
众安路,253030
新场镇众安路,253031
新场镇新环东路,253089
新场镇汇盟路,253035
汇盟路,253034
仁义路,253028
新场镇仁义路,253029
康桥镇康士路,251180
兰陵路,000860
明月路,011975
春泉路,011113
华丰路,001683
惠园路,254646
惠南镇迎薰路,252054
雪野路,006994
锦康路,027912
高行镇东高路,010426
周浦镇周康路,250987
华鹏路,028928
北蔡镇鹏岳路,028204
北蔡镇鹏飞路,028202
莲中路,011914
周浦镇周星路,254490
思浦路,005174
川沙镇川环西路,010142
环林西路,024076
顾路镇金睦路,028340
龚路镇银峰路,028993
银峰路,030491
滨海镇玉兰路,252671
玉兰路,010496
霞光路,030473
盛夏路,027300
永宁路,010492
南曹路,028949
环龙路,024327
枫泾镇沈家弄,280450
沈家弄,023283
沈家弄路,002760
高东镇沈家弄村,010860
顾路镇金钻路,028346
玉泉街,001352
拱乐路,253138
银樽路,030369
惠南镇观海路,252056
芦潮港镇观海路,252172
龚华路,011467
曹路镇龚华路,027013
行德路,027545
新行路,027549
鹤韵路,030469
南张家浜路,005016
周浦镇张家浜路,254480
张家浜路,003044
尚博路,027603
高桥镇季景北路,024238
高桥镇小园浜路,028254
银融路,030990
佳虹路,011971
佳林路,011007
南洋泾路,005012
张江镇勤政路,027323
金海路,011017
宣桥镇亦园路,252303
和龙路,027039
新陈路,011722
唐镇云雅路,027643
唐镇锦绣东路,027425
锦绣东路,027297
花木镇锦绣东路,027424
寿光路,002780
唐兴路,011397
高桥镇清溪路,011480
惠南镇靖海路,252063
池月路,254747
唐镇新雅东路,027651
莲安东路,011911
川沙镇华夏一路,010715
合庆镇川北公路,024568
张江镇川北公路,010136
花木镇川北公路,024305
孙桥镇川北公路,024169
川沙镇川北公路,024581
盛苑路,027022
祝桥镇千汇路,252406
民雪路,010517
川沙镇石皮路,010482
孙桥镇环科路,028546
孙桥镇海趣路,028538
周浦镇年家浜路,250414
芦潮港镇潮乐路,253051
潮乐路,253050
芦茂路,253048
芦潮港镇芦茂路,253049
佳京路,027002
高行镇行南路,010626
运通路,027428
金桥开发区运通路,027426
金豫路,024035
机场镇晨阳路,011459
申波路,012006
川沙新镇翔川路,027418
南团公路,254673
惠南镇丰海路,253510
唐镇宏雅路,027661
民雨路,010516
祝桥镇凉亭路,252407
祝桥镇祝城路,252403
祝桥镇广益路,252405
宣桥镇宣镇东路,252285
万祥镇祥安路,253201
周浦镇繁荣路,252014
德爱路,030884
宣中路,030578
宣桥镇宣中路,254336
张江镇孙桥路,011865
云汉路,254831
海桐路,012012
沂南路,003002
高攀路,005495
金桥镇金葵路,028442
川沙镇川六公路,010146
归昌路,011954
万德路,000166
江镇镇江环路,028406
江环路,031186
川沙镇栏学路,011154
康涵路,031172
盛荣路,030855
唐镇虹盛路,011133
首善街,254799
历城路,000340
张江镇建中路,011010
航头镇航头路,253444
高行镇白萱路,028280
佳乐路,011972
前哨路,011181
东煦路,028910
胡桥环镇东路,261690
航头镇环镇东路,253452
大团镇永宁东路,250366
张江镇高木桥路,027310
南芦公路,254842
泥城镇南芦公路,252540
大团镇南芦公路,252145
顺凌路,027508
展凌路,030267
高城路,028915
古棕路,253137
马樱丹路,254784
周浦镇繁荣东路,253199
川沙镇西泥路,010680
川沙镇北城壕路,010410
东三街,000771
瑞福路,030706
惠南镇通济路,252062
康桥镇康杉路,251178
康杉路,011299
高桥镇凌高路,027693
合庆镇庆利路,027421
大团镇永达路,253330
机场镇东亭路,010447
东亭路,010449
三舒路,030516
周浦镇祝家港路,254494
青鸟路,254793
高科东路,027335
林悦路,030811
洋泾镇路,005232
定水路,003424
北洋泾路,000667
机场镇航城七路,027792
航城七路,027069
钱仓路,005774
芦潮港镇杭湾路,254006
东昌路,000718
拱泰路,030700
光泽路,027345
航城四路,027067
机场镇航城四路,027788
荣成路,005136
唐镇上丰路,027645
芦潮港镇渔港路,252170
张江镇张江路,011931
孙桥镇张江路,024170
航头镇航鹤路,253428
民风路,010514
高桥镇石家街,010480
机场镇航城五路,024186
航城五路,024120
芦潮港镇芦云路,253047
芦云路,253046
园二路,027306
江桥镇金园二路,020670
唐镇卡园二路,027639
向城路,002080
惠南镇城基路,252064
高东二路,027037
川沙镇青艺路,011055
新场镇笋心路,252103
育海路,031202
下塘南路,031391
塘南路,007870
凌环路,027271
高桥镇凌环路,027280
川沙镇民贤路,024589
高东镇园洲路,027780
泥城镇新城西路,252546
川沙镇城西路,011114
惠南镇城西路,250716
回城西路,028855
银城西路,024433
港辉路,254760
三三公路,254684
高桥镇通园路,011402
紫竹路,027343
塘桥路,007878
惠南镇南园路,252068
柳杉路,027607
花四路,027078
唐镇美雅路,027411
周浦镇西大街,250444
康桥镇庙场街,252237
柘林镇新寺社区新街二村,261105
集市贸易街,007320
安亭镇安亭街,020420
漕泾镇工农南街,280054
东礁街,284100
一粟街,000003
旧仓街,000847
慈云街,007730
祝桥镇创新街,254500
罗店镇蒋巷街,007330
纪王镇巷前街,024816
宣桥镇宣桥大街,252284
奉城镇东老街路,260257
平安镇龙平街,260295
新跃路,024080
康悦路,006691
茸北镇创业路,270374
创业路,010617
康桥镇创业路,252232
金港路,024034
鹤驰路,030484
唐镇新雅路,011758
大团镇永春中路,250360
高桥镇欧高路,011042
惠南镇农场路,250416
康桥镇周园北路,253756
普庆路,011623
六团镇普庆路,028493
即墨路,002583
惠南镇人民西路,250022
人民西路,031396
奉城镇人民西路,260045
祖冲之路,011922
惠南镇卫星东路,250098
连波路,012010
江绣路,031100
江镇镇江绣路,028410
瑞建路,030707
高桥镇小浜路,010210
龚路镇上川路,000140
曹路镇上川路,024224
川沙镇上川路,024576
高行镇东沟路,010428
机场镇施宏路,011190
青平路,011047
后长街,001662
西三里桥路,010683
川沙镇乔家浜路,010656
南三角街,004942
三角街,010005
白鹤镇三角街,290058
惠南镇东门三角街,250276
惠南镇三角街,253538
北三角街,010041
东沟镇东义路,024214
高桥镇东义路,010454
江山路,254770
城桥镇一江山路,300001
夏栎路,254814
周阳路,030721
张江镇横沔江路,011844
江泉北路,030916
银柳路,028976
加太路,027113
港洪路,011617
云端路,030842
环庆南路,010899
德川路,028907
川沙镇青厦路,011053
祝桥镇华星路,252394
华星路,001718
新场镇军民路,250410
漕泾镇军民路,282601
堡镇军民路,300289
